Ensembl_ID	UniProt	Gene_symbol	CHR	start_pos	end_pos
ENSG00000169933		FRMPD4	X	11822423	12724523
ENSG00000274078	Q9BSV6	TSEN34	HSCHR19LRC_LRC_I_CTG3_1	165233	169508
ENSG00000274078		TSEN34	HSCHR19LRC_LRC_I_CTG3_1	165233	169508
ENSG00000169933	Q14CM0	FRMPD4	X	11822423	12724523
ENSG00000179636	P59282	TPPP2	14	21024109	21036276
ENSG00000278622	Q9BSV6	TSEN34	HSCHR19LRC_COX1_CTG3_1	164735	169332
ENSG00000179636		TPPP2	14	21024109	21036276
ENSG00000203870	A6NGZ8	SMIM9	X	154823348	154834662
ENSG00000277359	P46781	RPS9	HSCHR19LRC_LRC_I_CTG3_1	175840	182627
ENSG00000206150	Q5GAN3	RNASE13	14	21032818	21034807
ENSG00000277359		RPS9	HSCHR19LRC_LRC_I_CTG3_1	175840	182627
ENSG00000165799	Q9H1E1	RNASE7	14	21042316	21044234
ENSG00000164151		ICE1	5	5420664	5490220
ENSG00000274465			HSCHR19KIR_FH05_B_HAP_CTG3_1	159475	174062
ENSG00000173431	Q8TDE3	RNASE8	14	21057822	21058455
ENSG00000278519	Q96N66	MBOAT7	HSCHR19LRC_LRC_I_CTG3_1	148221	164847
ENSG00000250423		KIAA1210	X	119078635	119150579
ENSG00000250423	Q9ULL0	KIAA1210	X	119078635	119150579
ENSG00000169327		OR5AU1	14	21148370	21159060
ENSG00000224440	A0A1B0GTR3	CXorf51A	X	146814106	146814744
ENSG00000171489	Q96QH8	SPACA5	X	48004336	48009733
ENSG00000169327	Q8NGC0	OR5AU1	14	21148370	21159060
ENSG00000273696	P0DMV0	CT45A7	X	135829229	135837280
ENSG00000274646		RPS9	HSCHR19LRC_COX1_CTG3_1	175608	223738
ENSG00000164151	Q9Y2F5	ICE1	5	5420664	5490220
ENSG00000256500			14	103562962	103685924
ENSG00000274646	P46781	RPS9	HSCHR19LRC_COX1_CTG3_1	175608	223738
ENSG00000196976	Q14657	LAGE3	X	154477775	154479281
ENSG00000277179	Q8WX94	NLRP7	HSCHR19LRC_LRC_I_CTG3_1	903495	927491
ENSG00000075336		TIMM21	18	74148512	74160531
ENSG00000292058	Q86Y39	NDUFA11	HSCHR19_6_CTG2	64845	77575
ENSG00000292058		NDUFA11	HSCHR19_6_CTG2	64845	77575
ENSG00000134588	Q9BXU7	USP26	X	133023168	133097109
ENSG00000292060			HSCHR19_6_CTG2	78410	88276
ENSG00000292061	Q2NL98	VMAC	HSCHR19_6_CTG2	78441	84422
ENSG00000292063	P21217	FUT3	HSCHR19_6_CTG2	16467	25055
ENSG00000292063		FUT3	HSCHR19_6_CTG2	16467	25055
ENSG00000185736	Q9NS39	ADARB2	10	1177313	1737525
ENSG00000183654	A6NNE9	MARCHF11	5	16067139	16180762
ENSG00000183654		MARCHF11	5	16067139	16180762
ENSG00000075336	Q9BVV7	TIMM21	18	74148512	74160531
ENSG00000185736		ADARB2	10	1177313	1737525
ENSG00000171004	Q96MM7	HS6ST2	X	132626015	132961395
ENSG00000278533	Q8IYS5	OSCAR	HSCHR19LRC_LRC_I_CTG3_1	69048	77107
ENSG00000133121	Q9Y3M8	STARD13	13	33103137	33350630
ENSG00000133121		STARD13	13	33103137	33350630
ENSG00000249467		H2AL1Q	X	36719829	36720573
ENSG00000258986		TMEM179	14	104474678	104605647
ENSG00000184210	Q6ZPD8	DGAT2L6	X	70177483	70205704
ENSG00000276882		KIR3DL2	HSCHR19KIR_FH05_B_HAP_CTG3_1	220660	237454
ENSG00000278533		OSCAR	HSCHR19LRC_LRC_I_CTG3_1	69048	77107
ENSG00000258986	Q6ZVK1	TMEM179	14	104474678	104605647
ENSG00000278116		KIR2DL5A	HSCHR19KIR_FH05_B_HAP_CTG3_1	176150	185646
ENSG00000275500			HSCHR19KIR_FH05_B_HAP_CTG3_1	187510	201946
ENSG00000276327	Q14954	KIR2DS1	HSCHR19KIR_FH05_B_HAP_CTG3_1	204317	218787
ENSG00000204195	Q58HT5	AWAT1	X	70234655	70240659
ENSG00000176244	Q8N6N7	ACBD7	10	15075475	15088776
ENSG00000277816		LILRB3	HSCHR19LRC_COX1_CTG3_1	191474	197887
ENSG00000186912	P51582	P2RY4	X	70258166	70260204
ENSG00000278670	Q9HCN6	GP6	HSCHR19LRC_LRC_I_CTG3_1	993691	1018250
ENSG00000291975		NBPF26	HSCHR1_12_CTG3	334442	452603
ENSG00000276263	P0C1Z6	TFPT	HSCHR19LRC_LRC_I_CTG3_1	81433	90168
ENSG00000120500	P36575	ARR3	X	70268305	70281840
ENSG00000140199	Q9UHW9	SLC12A6	15	34229784	34338060
ENSG00000120500		ARR3	X	70268305	70281840
ENSG00000147127		RAB41	X	70282093	70285002
ENSG00000291978	Q9Y536	PPIAL4A	HSCHR1_12_CTG3	500264	501023
ENSG00000291980		NOTCH2NLR	HSCHR1_12_CTG3	334405	405344
ENSG00000291980	A0A096LNW5	NOTCH2NLR	HSCHR1_12_CTG3	334405	405344
ENSG00000140199		SLC12A6	15	34229784	34338060
ENSG00000274651	Q8WWY3	PRPF31	HSCHR19LRC_LRC_I_CTG3_1	89903	106263
ENSG00000277178	B6A8C7	TARM1	HSCHR19LRC_LRC_I_CTG3_1	44314	55747
ENSG00000147127	Q5JT25	RAB41	X	70282093	70285002
ENSG00000104419	Q92597	NDRG1	8	133237175	133302022
ENSG00000072315	Q9UL62	TRPC5	X	111768011	112082776
ENSG00000282815	A0A0J9YWL9	TEX13C	X	125319871	125325216
ENSG00000080986	O14777	NDC80	18	2571520	2616635
ENSG00000080986		NDC80	18	2571520	2616635
ENSG00000107611	O60494	CUBN	10	16823966	17129811
ENSG00000243978	Q8NET4	RTL9	X	110358848	110456334
ENSG00000107611		CUBN	10	16823966	17129811
ENSG00000187537	Q6S5H5	POTEG	14	19402486	19434341
ENSG00000198173	Q5HY64	FAM47C	X	37008366	37011664
ENSG00000104419		NDRG1	8	133237175	133302022
ENSG00000277596		KIR3DL3	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	162688	171541
ENSG00000101544	Q6IQ32	ADNP2	18	80109262	80147523
ENSG00000101544		ADNP2	18	80109262	80147523
ENSG00000176294		OR4N2	14	19719015	19830253
ENSG00000176294	Q8NGD1	OR4N2	14	19719015	19830253
ENSG00000284800			X	102360395	102471812
ENSG00000278369		KIR2DL3	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	146080	160620
ENSG00000259371			14	24120956	24131829
ENSG00000275583			HSCHR19LRC_LRC_I_CTG3_1	721171	735540
ENSG00000259529			14	24147548	24166452
ENSG00000259522			14	24180395	24190416
ENSG00000274707		KIR2DL5B	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	134455	144052
ENSG00000274563		KIR2DS5	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	117753	132611
ENSG00000254692			14	24189157	24213473
ENSG00000147168	P31785	IL2RG	X	71107404	71112108
ENSG00000139908	Q6SA08	TSSK4	14	24205696	24208362
ENSG00000254673			8	43018424	43077334
ENSG00000147168		IL2RG	X	71107404	71112108
ENSG00000139908		TSSK4	14	24205696	24208362
ENSG00000104164		BLOC1S6	15	45587214	45615945
ENSG00000275080		KIR2DL1	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	86264	100769
ENSG00000274412			HSCHR19LRC_LRC_I_CTG3_1	737428	751952
ENSG00000255526		NEDD8-MDP1	14	24213955	24232352
ENSG00000100987	Q9NZR4	VSX1	20	25070885	25082141
ENSG00000101935	Q9Y4X0	AMMECR1	X	110194186	110440318
ENSG00000275584		LILRA6	HSCHR19LRC_COX1_CTG3_1	213259	217539
ENSG00000197969	Q96RL7	VPS13A	9	77177445	77421537
ENSG00000101935		AMMECR1	X	110194186	110440318
ENSG00000275659		KIR3DL1	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	20590	84249
ENSG00000104164	Q9UL45	BLOC1S6	15	45587214	45615945
ENSG00000198681	P43355	MAGEA1	X	153179284	153183880
ENSG00000119541	O75351	VPS4B	18	63389190	63422483
ENSG00000278803	A0A494C071	PWWP4	X	153266152	153279145
ENSG00000188877		POTEA	8	43292483	43363518
ENSG00000274921		KIR2DS4	HSCHR19LRC_LRC_I_CTG3_1	737442	828448
ENSG00000277535	A0A0U1RQG5	CT47C1	X	119072993	119076765
ENSG00000165309	Q5W041	ARMC3	10	22928024	23038523
ENSG00000145555	Q9HD67	MYO10	5	16661907	16936288
ENSG00000183918	O60880	SH2D1A	X	124227868	124373197
ENSG00000276044		KIR2DL4	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	54368	65351
ENSG00000119541		VPS4B	18	63389190	63422483
ENSG00000183918		SH2D1A	X	124227868	124373197
ENSG00000145555		MYO10	5	16661907	16936288
ENSG00000273911		KIR3DL2	HSCHR19LRC_LRC_I_CTG3_1	830291	839007
ENSG00000276044	Q99706	KIR2DL4	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	54368	65351
ENSG00000260170			15	45587351	45676314
ENSG00000277078		KIR2DS4	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	20493	36147
ENSG00000165309		ARMC3	10	22928024	23038523
ENSG00000196943	Q86U38	NOP9	14	24299850	24309124
ENSG00000197969		VPS13A	9	77177445	77421537
ENSG00000196943		NOP9	14	24299850	24309124
ENSG00000213906		LTB4R2	14	24305734	24312053
ENSG00000213906	Q9NPC1	LTB4R2	14	24305734	24312053
ENSG00000101916	Q9NR97	TLR8	X	12906620	12923169
ENSG00000198010		DLGAP2	8	737628	1708476
ENSG00000130589	Q9BYK8	HELZ2	20	63558086	63574239
ENSG00000130589		HELZ2	20	63558086	63574239
ENSG00000170236	Q70EL3	USP50	15	50494018	50546708
ENSG00000170236		USP50	15	50494018	50546708
ENSG00000198010	Q9P1A6	DLGAP2	8	737628	1708476
ENSG00000101353		MROH8	20	37101226	37179588
ENSG00000187268	Q8IZT9	FAM9C	X	13035617	13044682
ENSG00000187268		FAM9C	X	13035617	13044682
ENSG00000204740	Q5VYJ5	MALRD1	10	19048801	19790401
ENSG00000204740		MALRD1	10	19048801	19790401
ENSG00000183580	Q9UJT9	FBXL7	5	15500180	15939795
ENSG00000278474		KIR3DL2	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	1842	18618
ENSG00000183580		FBXL7	5	15500180	15939795
ENSG00000092439		TRPM7	15	50552473	50686797
ENSG00000148488		ST8SIA6	10	17315421	17454595
ENSG00000278474	P43630	KIR3DL2	HSCHR19KIR_FH08_BAX_HAP_CTG3_1	1842	18618
ENSG00000214814	Q2WGJ9	FER1L6	8	123851987	124120061
ENSG00000148488	P61647	ST8SIA6	10	17315421	17454595
ENSG00000268940	Q5HYN5	CT45A1	X	135713639	135723539
ENSG00000263761	Q9UK05	GDF2	10	47322454	47327588
ENSG00000255181	P0CW27	CCDC166	8	143706694	143708109
ENSG00000228836	P0DMU8	CT45A5	X	135775852	135785503
ENSG00000136944	O60663	LMX1B	9	126613928	126701032
ENSG00000273936		TNFRSF14	HSCHR1_1_CTG3	106829	116812
ENSG00000277414	O75023	LILRB5	HSCHR19LRC_COX1_CTG3_1	225148	232344
ENSG00000261150	P58107	EPPK1	8	143857324	143878467
ENSG00000261150		EPPK1	8	143857324	143878467
ENSG00000185775	Q5VVP1	SPATA31A6	9	42183659	42189887
ENSG00000168267	Q7RTS3	PTF1A	10	23192312	23194245
ENSG00000186583	Q76KD6	SPATC1	8	144012280	144047114
ENSG00000168267		PTF1A	10	23192312	23194245
ENSG00000151849	Q9HC77	CPAP	13	24882276	24922889
ENSG00000277414		LILRB5	HSCHR19LRC_COX1_CTG3_1	225148	232344
ENSG00000180447	P54826	GAS1	9	86944362	86947506
ENSG00000273936	Q92956	TNFRSF14	HSCHR1_1_CTG3	106829	116812
ENSG00000151849		CPAP	13	24882276	24922889
ENSG00000179698		WDR97	8	144107726	144118328
ENSG00000151023	Q8TC29	ENKUR	10	24981979	25062279
ENSG00000151023		ENKUR	10	24981979	25062279
ENSG00000251349		MSANTD3-TMEFF1	9	100442271	100577636
ENSG00000113100	Q9ULB4	CDH9	5	26880597	27121150
ENSG00000179698	A6NE52	WDR97	8	144107726	144118328
ENSG00000113100		CDH9	5	26880597	27121150
ENSG00000275571	A8MYJ7	TTC34	HSCHR1_1_CTG3	186761	352889
ENSG00000047644	Q9ULE0	WWC3	X	10015254	10144474
ENSG00000165443	Q96FC7	PHYHIPL	10	59176643	59247774
ENSG00000277131		MMEL1	HSCHR1_1_CTG3	141829	184177
ENSG00000268235		TCP11X1	X	102215298	102229532
ENSG00000235173	Q9BTY7	HGH1	8	144137774	144140851
ENSG00000092439	Q96QT4	TRPM7	15	50552473	50686797
ENSG00000268235	B4DZS4	TCP11X1	X	102215298	102229532
ENSG00000235173		HGH1	8	144137774	144140851
ENSG00000265203	P10745	RBP3	10	47348363	47357881
ENSG00000215029		TCP11X2	X	102456862	102471842
ENSG00000215029	Q5H9J9	TCP11X2	X	102456862	102471842
ENSG00000175354	P17706	PTPN2	18	12785478	12929643
ENSG00000139835	Q5TC63	GRTP1	13	113324163	113364158
ENSG00000175354		PTPN2	18	12785478	12929643
ENSG00000139835		GRTP1	13	113324163	113364158
ENSG00000276146	Q8N423	LILRB2	HSCHR19LRC_COX1_CTG3_1	248562	256056
ENSG00000151388	P58397	ADAMTS12	5	33523535	33892019
ENSG00000175073	Q96JH7	VCPIP1	8	66628487	66667231
ENSG00000165757	Q9P266	JCAD	10	30012803	30115494
ENSG00000186184		POLR1D	13	27620742	27744237
ENSG00000288602		C8orf44-SGK3	8	66667596	66860472
ENSG00000274807		KIR2DS4	HSCHR19KIR_FH15_A_HAP_CTG3_1	20758	36126
ENSG00000156206		CFAP161	15	81007033	81149179
ENSG00000102145		GATA1	X	48786540	48794311
ENSG00000151388		ADAMTS12	5	33523535	33892019
ENSG00000102145	P15976	GATA1	X	48786540	48794311
ENSG00000107984	O94907	DKK1	10	52314281	52318042
ENSG00000174417	P34981	TRHR	8	109086585	109121565
ENSG00000156206	Q6P656	CFAP161	15	81007033	81149179
ENSG00000273575		KIR2DL4	HSCHR19KIR_FH15_A_HAP_CTG3_1	54387	65535
ENSG00000186184	P0DPB5	POLR1D	13	27620742	27744237
ENSG00000276146		LILRB2	HSCHR19LRC_COX1_CTG3_1	248562	256056
ENSG00000273575	Q99706	KIR2DL4	HSCHR19KIR_FH15_A_HAP_CTG3_1	54387	65535
ENSG00000186184	P0DPB6	POLR1D	13	27620742	27744237
ENSG00000204025	A6NMA1	TRPC5OS	X	111876051	111903990
ENSG00000184984	P08912	CHRM5	15	33968497	34067458
ENSG00000184984		CHRM5	15	33968497	34067458
ENSG00000275658	P43628	KIR2DL3	HSCHR19LRC_LRC_T_CTG3_1	721344	735888
ENSG00000184923	Q8IVF1	NUTM2A	10	87225448	87236908
ENSG00000152932	Q96E17	RAB3C	5	58582221	58859394
ENSG00000134049	Q9Y5U9	IER3IP1	18	47152834	47176381
ENSG00000134049		IER3IP1	18	47152834	47176381
ENSG00000120533		ENY2	8	109334324	109345954
ENSG00000276387		KIR2DS1	HSCHR19LRC_LRC_T_CTG3_1	752644	766945
ENSG00000171451	Q8IZU8	DSEL	18	67506587	67516723
ENSG00000120533	Q9NPA8	ENY2	8	109334324	109345954
ENSG00000171451		DSEL	18	67506587	67516723
ENSG00000276175		LILRA3	HSCHR19LRC_COX1_CTG3_1	268530	280828
ENSG00000196739	Q8IZC6	COL27A1	9	114155537	114312511
ENSG00000276175	Q8N6C8	LILRA3	HSCHR19LRC_COX1_CTG3_1	268530	280828
ENSG00000277131	Q495T6	MMEL1	HSCHR1_1_CTG3	141829	184177
ENSG00000132963		POMP	13	28659065	28678959
ENSG00000196739		COL27A1	9	114155537	114312511
ENSG00000132963	Q9Y244	POMP	13	28659065	28678959
ENSG00000107789	Q9UNW1	MINPP1	10	87504875	87553461
ENSG00000259316			15	64181180	64381440
ENSG00000274914	A6NI73	LILRA5	HSCHR19LRC_COX1_CTG3_1	288498	302003
ENSG00000169427	Q9NPC2	KCNK9	8	139600838	139704109
ENSG00000182771	Q9ULK0	GRID1	10	85599552	86366795
ENSG00000169427		KCNK9	8	139600838	139704109
ENSG00000182771		GRID1	10	85599552	86366795
ENSG00000274948		KIR3DL1	HSCHR19KIR_FH15_A_HAP_CTG3_1	38147	52466
ENSG00000274830	P43628	KIR2DL3	HSCHR19KIR_FH15_A_HAP_CTG3_1	115849	130400
ENSG00000135070	Q9BUE6	ISCA1	9	86264546	86283102
ENSG00000135070		ISCA1	9	86264546	86283102
ENSG00000275838		KIR3DL2	HSCHR19LRC_LRC_T_CTG3_1	768981	785805
ENSG00000269891		ARHGAP19-SLIT1	10	97153045	97292637
ENSG00000159495	Q96PF1	TGM7	15	43276271	43302255
ENSG00000187553	Q6V0L0	CYP26C1	10	93060798	93069540
ENSG00000187553		CYP26C1	10	93060798	93069540
ENSG00000168806	O60294	LCMT2	15	43323649	43330582
ENSG00000168806		LCMT2	15	43323649	43330582
ENSG00000273494	Q9NVE7	PANK4	HSCHR1_1_CTG3	59723	77790
ENSG00000169495	P83105	HTRA4	8	38974228	38988663
ENSG00000273494		PANK4	HSCHR1_1_CTG3	59723	77790
ENSG00000213949	P56199	ITGA1	5	52787916	52959209
ENSG00000176014		TUBB6	18	12307287	12344320
ENSG00000197361	Q6P050	FBXL22	15	63597353	63602428
ENSG00000197361		FBXL22	15	63597353	63602428
ENSG00000276572		KIR3DL3	HSCHR19LRC_LRC_T_CTG3_1	707375	718934
ENSG00000104371	Q9UBT3	DKK4	8	42374063	42377229
ENSG00000213949		ITGA1	5	52787916	52959209
ENSG00000183665	Q53H54	TRMT12	8	124450820	124462150
ENSG00000183665		TRMT12	8	124450820	124462150
ENSG00000166821		PEX11A	15	89677764	89690783
ENSG00000186350	P19793	RXRA	9	134317098	134440585
ENSG00000166821	O75192	PEX11A	15	89677764	89690783
ENSG00000186350		RXRA	9	134317098	134440585
ENSG00000133863		TEX15	8	30831544	30913008
ENSG00000276004	P43630	KIR3DL2	HSCHR19KIR_FH15_A_HAP_CTG3_1	1850	18614
ENSG00000176014	Q9BUF5	TUBB6	18	12307287	12344320
ENSG00000133863	Q9BXT5	TEX15	8	30831544	30913008
ENSG00000273943	O75175	CNOT3	HSCHR19LRC_LRC_T_CTG3_1	112549	130558
ENSG00000276429	O75038	PLCH2	HSCHR1_1_CTG3	18649	56720
ENSG00000276004		KIR3DL2	HSCHR19KIR_FH15_A_HAP_CTG3_1	1850	18614
ENSG00000185942		NKAIN3	8	62248591	63014000
ENSG00000273943		CNOT3	HSCHR19LRC_LRC_T_CTG3_1	112549	130558
ENSG00000185942	Q8N8D7	NKAIN3	8	62248591	63014000
ENSG00000065150		IPO5	13	97953658	98024296
ENSG00000278426	Q96BZ8	LENG1	HSCHR19LRC_LRC_T_CTG3_1	130494	134559
ENSG00000203499		IQANK1	8	143734139	143790645
ENSG00000203499	A8MXQ7	IQANK1	8	143734139	143790645
ENSG00000276537	Q9H313	TTYH1	HSCHR19LRC_COX1_CTG3_1	321737	343424
ENSG00000273529	Q5TA89	HES5	HSCHR1_1_CTG3	79935	81435
ENSG00000274556		KIR3DL3	HSCHR19KIR_FH15_A_HAP_CTG3_1	132782	144467
ENSG00000158815	O60258	FGF17	8	22042398	22048809
ENSG00000277071	Q8WX94	NLRP7	HSCHR19LRC_LRC_T_CTG3_1	841874	865870
ENSG00000168970		JMJD7-PLA2G4B	15	41828095	41848155
ENSG00000276537		TTYH1	HSCHR19LRC_COX1_CTG3_1	321737	343424
ENSG00000130559	Q5T5Y3	CAMSAP1	9	135808487	135907546
ENSG00000138190	Q8TAG9	EXOC6	10	92826831	93059493
ENSG00000275125		PRXL2B	HSCHR1_1_CTG3	137681	142659
ENSG00000138190		EXOC6	10	92826831	93059493
ENSG00000273794	P43626	KIR2DL1	HSCHR19KIR_FH15_A_HAP_CTG3_1	84577	99089
ENSG00000273794		KIR2DL1	HSCHR19KIR_FH15_A_HAP_CTG3_1	84577	99089
ENSG00000274953	Q6UX27	VSTM1	HSCHR19LRC_LRC_T_CTG3_1	15200	38320
ENSG00000274953		VSTM1	HSCHR19LRC_LRC_T_CTG3_1	15200	38320
ENSG00000148344	O14684	PTGES	9	129738331	129753042
ENSG00000276458	Q96PV6	LENG8	HSCHR19LRC_COX1_CTG3_1	355231	368530
ENSG00000276458		LENG8	HSCHR19LRC_COX1_CTG3_1	355231	368530
ENSG00000065150	O00410	IPO5	13	97953658	98024296
ENSG00000278312		LENG9	HSCHR19LRC_COX1_CTG3_1	368305	370225
ENSG00000122870	Q9H694	BICC1	10	58512872	58831435
ENSG00000273633	Q6NZY7	CDC42EP5	HSCHR19LRC_COX1_CTG3_1	371539	379704
ENSG00000273633		CDC42EP5	HSCHR19LRC_COX1_CTG3_1	371539	379704
ENSG00000122870		BICC1	10	58512872	58831435
ENSG00000274084		LAIR2	HSCHR19LRC_COX1_CTG3_1	404073	417309
ENSG00000274050	Q9HCN6	GP6	HSCHR19LRC_LRC_T_CTG3_1	932070	956629
ENSG00000088756	Q9P2N2	ARHGAP28	18	6729680	6915716
ENSG00000088756		ARHGAP28	18	6729680	6915716
ENSG00000101977	P10911	MCF2	X	139581770	139708216
ENSG00000182752	Q13219	PAPPA	9	116153791	116402321
ENSG00000101977		MCF2	X	139581770	139708216
ENSG00000277923	Q96N66	MBOAT7	HSCHR19LRC_LRC_T_CTG3_1	148221	164847
ENSG00000137877	Q9NRC6	SPTBN5	15	41848146	41894053
ENSG00000274084	Q6ISS4	LAIR2	HSCHR19LRC_COX1_CTG3_1	404073	417309
ENSG00000038427	P13611	VCAN	5	83471618	83582303
ENSG00000275724	O95167	NDUFA3	HSCHR19LRC_LRC_T_CTG3_1	77273	81393
ENSG00000038427		VCAN	5	83471618	83582303
ENSG00000276848	Q9H7L2	KIR3DX1	HSCHR19LRC_COX1_CTG3_1	438999	451967
ENSG00000276848		KIR3DX1	HSCHR19LRC_COX1_CTG3_1	438999	451967
ENSG00000275551	Q8IYS5	OSCAR	HSCHR19LRC_LRC_T_CTG3_1	69048	77107
ENSG00000188095		MESP2	15	89760591	89778754
ENSG00000107447	P04053	DNTT	10	96304409	96338564
ENSG00000189326	Q5MJ08	SPANXN4	X	143025928	143034702
ENSG00000188095	Q0VG99	MESP2	15	89760591	89778754
ENSG00000189326		SPANXN4	X	143025928	143034702
ENSG00000189023	A2A368	MAGEB16	X	35798342	35803772
ENSG00000189023		MAGEB16	X	35798342	35803772
ENSG00000275551		OSCAR	HSCHR19LRC_LRC_T_CTG3_1	69048	77107
ENSG00000168487		BMP1	8	22165140	22212326
ENSG00000177613	Q9H0L4	CSTF2T	10	51695486	51699595
ENSG00000153391	Q6PI98	INO80C	18	35452230	35497979
ENSG00000160401	Q5JU67	CFAP157	9	127706988	127716002
ENSG00000269433	P0DN78	OPN1MW3	X	154257582	154271090
ENSG00000250021		ARPIN-AP3S2	15	89834308	89912882
ENSG00000278789	Q9NX02	NLRP2	HSCHR19LRC_LRC_T_CTG3_1	883649	919505
ENSG00000258539			10	124617080	124791727
ENSG00000229674	A0A3B3IU63	H2AL3	X	37994272	37994904
ENSG00000153391		INO80C	18	35452230	35497979
ENSG00000232030	A0A0J9YX57	MAGEB6B	X	26160601	26162410
ENSG00000198021	Q9NS26	SPANXA1	X	141583674	141584738
ENSG00000160401		CFAP157	9	127706988	127716002
ENSG00000259332		ST20-MTHFS	15	79845150	79923754
ENSG00000203837	Q17RR3	PNLIPRP3	10	116427847	116477957
ENSG00000136807		CDK9	9	127785679	127790792
ENSG00000130449	Q9HCJ5	ZSWIM6	5	61332258	61546172
ENSG00000123200	Q5T200	ZC3H13	13	45954364	46052781
ENSG00000274000		LILRA2	HSCHR19LRC_COX1_CTG3_1	479310	493950
ENSG00000269437	Q9GZY0	NXF2B	X	102360395	102440008
ENSG00000277667		TMC4	HSCHR19LRC_LRC_T_CTG3_1	135016	148058
ENSG00000152223		EPG5	18	45800581	45967340
ENSG00000123200		ZC3H13	13	45954364	46052781
ENSG00000120563	Q6UWQ5	LYZL1	10	29289061	29318328
ENSG00000120563		LYZL1	10	29289061	29318328
ENSG00000274000	Q8N149	LILRA2	HSCHR19LRC_COX1_CTG3_1	479310	493950
ENSG00000278057	O15482	TEX28	X	154271265	154295853
ENSG00000140379	Q16548	BCL2A1	15	79960892	79971196
ENSG00000274005	P46781	RPS9	HSCHR19LRC_LRC_T_CTG3_1	175840	182627
ENSG00000274005		RPS9	HSCHR19LRC_LRC_T_CTG3_1	175840	182627
ENSG00000268988	Q5MJ10	SPANXN2	X	143711955	143720752
ENSG00000287585			X	149414877	149415506
ENSG00000140379		BCL2A1	15	79960892	79971196
ENSG00000204172	Q5VTM2	AGAP9	10	47501854	47523638
ENSG00000136807	P50750	CDK9	9	127785679	127790792
ENSG00000273833	P0C1Z6	TFPT	HSCHR19LRC_LRC_T_CTG3_1	81433	90168
ENSG00000169297	P51843	NR0B1	X	30304206	30309390
ENSG00000169297		NR0B1	X	30304206	30309390
ENSG00000152223	Q9HCE0	EPG5	18	45800581	45967340
ENSG00000095596	O43174	CYP26A1	10	93073475	93077885
ENSG00000185972	Q13939	CCIN	9	36169388	36171334
ENSG00000184785	Q96HG1	SMIM10	X	134990991	134992473
ENSG00000103710	Q9NYN1	RASL12	15	65053337	65076690
ENSG00000095596		CYP26A1	10	93073475	93077885
ENSG00000171169	Q69YI7	NAIF1	9	128061233	128068206
ENSG00000277953	Q8WWY3	PRPF31	HSCHR19LRC_LRC_T_CTG3_1	89903	106263
ENSG00000171159	Q9BUW7	BBLN	9	128160265	128163924
ENSG00000120051	Q5T655	CFAP58	10	104353833	104455102
ENSG00000120051		CFAP58	10	104353833	104455102
ENSG00000274394		KIR3DL3	HSCHR19KIR_FH15_B_HAP_CTG3_1	210687	222705
ENSG00000274935		LILRA1	HSCHR19LRC_COX1_CTG3_1	499948	508771
ENSG00000273896	Q9BSV6	TSEN34	HSCHR19LRC_LRC_T_CTG3_1	165233	169508
ENSG00000090470	Q8N8D1	PDCD7	15	65117379	65133808
ENSG00000275737	P43631	KIR2DS2	HSCHR19KIR_FH15_B_HAP_CTG3_1	194387	208682
ENSG00000090470		PDCD7	15	65117379	65133808
ENSG00000274935	O75019	LILRA1	HSCHR19LRC_COX1_CTG3_1	499948	508771
ENSG00000273896		TSEN34	HSCHR19LRC_LRC_T_CTG3_1	165233	169508
ENSG00000276731	P43627		HSCHR19KIR_FH15_B_HAP_CTG3_1	177968	192496
ENSG00000187791		SPATA31F3	9	34889066	34895764
ENSG00000187791	A6NFA0	SPATA31F3	9	34889066	34895764
ENSG00000278481	Q8NHK3		HSCHR19KIR_FH15_B_HAP_CTG3_1	166421	175937
ENSG00000254585	Q9UJ55	MAGEL2	15	23643549	23647867
ENSG00000275123	B6A8C7	TARM1	HSCHR19LRC_LRC_T_CTG3_1	44314	55747
ENSG00000182636	Q99608	NDN	15	23685400	23687305
ENSG00000277163	Q14952	KIR2DS3	HSCHR19KIR_FH15_B_HAP_CTG3_1	150177	164580
ENSG00000196932	Q6ZUK4	TMEM26	10	61406642	61453381
ENSG00000196932		TMEM26	10	61406642	61453381
ENSG00000275522		KIR2DL1	HSCHR19KIR_FH15_B_HAP_CTG3_1	118422	132958
ENSG00000277540		KIR2DL4	HSCHR19KIR_FH15_B_HAP_CTG3_1	88224	109700
ENSG00000188620	A6NHT5	HMX3	10	123135970	123139423
ENSG00000087460	O95467	GNAS	20	58839718	58911192
ENSG00000273916			HSCHR19LRC_LRC_T_CTG3_1	824505	831444
ENSG00000234438	C9JR72	KBTBD13	15	65076746	65079948
ENSG00000165118	Q5T6V5	QNG1	9	83938311	83956986
